Description,DescValue
facilitiesâ€™,2
graphics/pivots,2
resource/eeo/diversity,1
coi/doi,1
data-entry,1
speakers,7
status/progress,2
1.2,2
oscr,2
chancellorâ€™s,2
$80 ,2
sbhcs,6
lyfe,2
sbhc,4
rhp,2
unintended,2
pregnancies,2
demonstrable,2
inferential,2
"â€¢	interpret",2
firstâ€,2
candidate:,2
audience-appropriate,4
enlisted,4
"coordinator				",2
n/a,2
"56058			",4
"$50,362 ",4
"$78,177 ",2
"management			",2
9am,2
curriculums,3
mesort,8
"78,177",2
"operations			",2
uasi,2
gts,8
forensic-disaster,4
demobilization,2
safeguarded,4
ets,4
ctac,4
aide/greeter,2
"â€¢	distribute",2
retrieved,2
liquidated,2
supplies/equipment,2
91279,2
"$49,008 ",2
"$55,379 ",2
"transport						",2
operations/logistics,2
tolls,2
passes,5
logistic,2
evital,4
interoffice,2
"6,500",2
li,4
agents-buyer,2
acco's,2
coincides,2
city-certified,2
executive/office,2
ombudsperson,2
graduate/law,2
implicated,2
nycoa,4
actuarial,20
actuarially-funded,2
supplements,2
tax-deferred,2
annuity,2
management-level,2
actuarially-funding,2
opeb,2
systems/legislative,2
amplifies,2
health-centric,2
public/community,2
placemaking,2
"â€¢	study",4
organizations/stakeholders,2
peopleâ€™s,2
expression,2
beauty,2
"â€¢	sign",2
scoping/coordination,2
pre-scope,4
"â€¢	management/coordination",2
"â€¢	familiar",2
"â€¢	cad",2
contractors/vendors,2
afforded,4
"â€¢	knowledgably",2
composing,2
q&as,2
pitching,4
"o	independently",2
op-eds,12
newsworthy,2
"o	responding",2
pitches,4
hooks,4
roundup,2
commission/communications,2
familyâ€™s,2
oys,4
neighborhood/community-based,2
oys-rcm,1
pre-adoption,2
reunification,2
crossover,5
cypm,3
16-17,1
concerns/strengths,2
bail-bond,2
wraparound,2
conflicts-of-interest,2
nda,2
anti-discrimination,2
hipaa,2
pea,16
abatements,8
seniors,18
renters,8
administration/data,2
arrested/detained,1
westchester,1
nassau,1
suffolk,1
interview/visit,1
sophomoreâ€“,2
"senior)		",2
"10209			",2
$13.50 ,2
$15.30 ,2
"aide						",2
st.,2
"administration			",2
traumatic,2
account/payment,2
dcaâ€™s,4
pre-hearing,2
gathering/documentation,2
specification/business,2
brd,4
raci,2
swat,2
elections,2
required/,2
trainees,14
$1.5m,2
bpmt)-based,2
line-of-business,2
redshift,2
"â€¢	leverages",2
"â€¢	partners",2
"â€¢	orchestrate",2
tradeoffs,2
"â€¢	establishes",2
"â€¢	remains",2
precision,2
â€¢regularly,3
unbudgeted,2
tpm,4
occupants,2
pedestrians,8
tdg,6
brooklyn-queens,2
connector,2
streetcar,2
l,2
shutdown,2
transit-supportive,2
location-specific,2
hsblgp,1
disrupt,1
man-made,1
governorâ€™s,2
components:,1
"â€¢	preparedness",1
webinars,2
"â€¢	a",1
risk-assessment,1
"â€¢	online",1
moveable,1
520,2
post-assessment,1
"$3,000 ",1
hsblg,1
beneficiary,1
beneficiaries,1
prinicipal,2
builderâ€™s,4
bwp,8
ec,2
high-visibility,2
calming,2
legitimate,2
pre-inspect,2
ultra-violet,2
aee,8
clipboard,4
post-appointment,4
tutorials,2
animations,2
pea's,2
instruction-led,2
poisoned,6
contestations,2
agency-office,1
offboarding,1
offboardings,1
n,1
"â€¢	dcas",6
thefts,2
explosive,2
canine,2
administration/dcas,2
anything,2
pose,2
discourages,2
loitering,2
serviceable,2
bells,2
sign-in,2
memo,2
turned,2
badges,2
magnetometer,2
finance's,4
processors,2
multi-divisional,2
1:01,2
recruited,4
staff/inmate/visitor,2
"â€¢	accompanying",2
ccpo,4
ccpo/mocs,2
case-planners,2
ftc,3
ssrp,5
of/in,1
case-planner,1
explained,1
caseworker,3
coiâ€™s,2
visitation,4
inconsistent,2
coi,4
interne,2
â€œâ€oathâ€,2
surveillances,4
advocateâ€™s,6
anticipation,2
receptions,2
sp,4
pvm,4
affiliated,2
"â€¢	additional",2
arterial,4
weedy,2
application:,2
applicator,2
turf,2
prg,2
project:,10
cca,4
intern's,2
report/presentation,2
quite,1
neccessary,1
â€œcostingâ€,2
fiscal/procurement,2
pag,4
/automating,2
extraction,2
overlays,2
biomedical,4
clinic-level,2
nih,2
pcori,2
hrsa-spns,2
cota,2
statements/concept,2
significance,2
hypotheses,4
underpinning,2
scientist-level,2
suppression,15
csr,2
facility-level,4
epi/surveillance,2
conflict-free,2
previously,4
staff/public/other,2
â€œtaâ€,4
15-20,2
repayment,2
arrears,3
taâ€™s,8
nhs,2
uhab,2
riders,6
19,4
lakes,4
easement,4
2026,2
lotteries,12
lottery,6
ambassadors,4
technology/field,2
assessors,6
advantages,2
disadvantages,2
behind,2
review/edit/create,2
rpie,6
back-to-back,2
trip-and-fall,2
multi-defendant,2
accident/roadway,2
transports,1
precinct,4
precincts:,1
73rd,1
75th,1
77th,1
79th,1
81st,1
83rd,1
84th,1
88th,1
90th,1
94th,1
developersâ€™,2
asides,2
applicantsâ€™,2
weeks,8
"â€¢	statistical",4
"â€¢	computer",4
"â€¢	accounting",4
"â€¢	legal",4
"â€¢	forensic",4
"â€¢	assistance",4
#sci-1801,2
1300,4
#sci-1802,2
1312,2
#sci-1803,2
#sci-1804,2
202,2
#sci-1805,2
1104,4
criminology,2
majors,2
#sci-1806,2
"fleet.	",2
#sci-1807,2
90,5
copying/faxing,2
#sci-1808,2
capital/employee,2
annex,4
abstract,2
#sci-1809,2
53-15,4
58th,4
woodside,4
11377,4
#sci-1810,2
150-14,2
11432,2
#sci-1811,2
rm.a79,2
photographers,2
digitalizing,2
1960's,2
#sci-1812,2
youth's,4
#sci-1813,2
elm,2
4th,8
ypa,4
t-shirts,2
hats,2
bottles,2
#sci-1814,2
34,4
12th,6
#sci-1815,2
division/administrative,2
#sci-1816,2
#sci-1817,2
floyd,2
bennett,2
rehabilitation/repair,2
#sci-1818,2
110c,2
#sci-1819,2
stat,4
#sci-1820,2
tow,2
pound,2
pier,2
76,2
38th,2
accounting/bookkeeping,2
#sci-1821,2
65,2
john,2
#sci-1822,2
164,2
36th,2
yor,2
svu,32
exploited,6
csec,4
â€œrevenge-pornâ€,2
non-article,4
originate,6
cac,8
trainingâ€™s,2
svu-specific,2
victim/witness,3
hearsay,2
medial,2
worn,16
cameras,19
brain,13
second-chair,4
accs,10
trialsâ€™,2
nation-wide,2
practiceâ€™,2
"â€¢	travelling",2
courtroom,7
working/availability,20
co-directors,10
constitute,16
iteration,2
transcript,3
"â€¢	enhancing",2
refreshing,2
vicarious,2
emerge,5
warrantsâ€™,2
"â€¢	take",2
interagency/interdisciplinary,2
incident/problem/change,2
itilâ®,2
iso,2
20000,2
cobit,2
centric,2
navvia,2
mark,2
csfs,2
contained,2
duplications,2
acc,2
declined,4
pre-petition,4
pre-trial,8
exploitation,2
dually,2
case-by-case,2
#sgi-1802,2
cau's,2
#sgi-1803,2
606,2
#sgi-1804,2
#sgi-1805,2
policing,6
m1404,2
rx-stat,2
nco,4
#sgi-1806,2
#sgi-1807,2
planning/management,2
1206,2
#sgi-1808,2
planning/operations,2
1202,2
#sgi-1809,2
livingston,2
#sgi-1810,2
#sgi-1811,2
1112,2
savvy,2
#sgi-1812,2
402,2
#sgi-1813,2
910,2
#sgi-1814,2
804b,2
posting#,2
sgi-1815,2
20-Oct,2
adjusted,2
#sgi-1816,2
250,2
broadway,2
6th,12
for/from,2
frisk,2
#sgi-1817,2
centre,2
10th,2
1030,2
daytime,2
sandy-related,2
pre-kindergarten,2
moderate-sized,1
rank,1
warnings,1
learns,1
vphs,6
and/,2
anti-icing,1
rare,4
hone,4
sit,5
marketable,4
â ,4
segmentation,2
opt-in/opt-out,2
fit's,2
becâ€™s,2
booths,5
cleaners,4
director(s,2
centrally,4
"â€¢	presenting",2
kings,2
hispanic/latino,2
hlmsm,10
population's,2
lived,2
clas,4
cba,2
e-zpass,2
mcu,19
charging,2
services/management,2
enterprise-wide,2
8600,1
1200,1
optra,1
6480,1
captivity,1
c100,1
bcn/arn/rn,1
alteon,1
velocity,1
raptor,1
mcu-specific,1
ballistics,1
formalize,1
entrance,2
circulating,1
flue,3
abnormal,3
noises,5
amps,14
rooftops,3
distress,2
footing,6
dom,2
decreases,2
cdo,4
moment,2
fabric,2
acknowledged,4
included:,2
addendums,2
thereafter,2
immersed,2
administrative/technical,2
375,2
pearl,2
labels,2
labeling,2
cubicles,6
rosters,2
services/treasury,2
$85 ,2
$60 ,2
"4,300",2
fiduciary,3
$240 ,2
commissionâ for,2
forms.â â ,2
requests.â ,2
1127,2
chargebacks,2
reap,2
switched,2
jp,2
morgan,2
chase,2
ach/direct,2
non-auto,2
ach,2
claims/utilization,4
$28 ,2
self-starting,2
bts,2
preformatted,2
misreported,2
re-engineer,2
hardship,5
d/c,4
harmonious,2
fit/property,2
undeliverable,4
acris,3
entered/corrected,2
uncollectable,2
noticing,2
counsel/deputy,2
revenue-related,2
executions,2
greenthumb,12
"20,000",3
greenthumbâ€™s,6
5-year,3
philanthropic,3
"â€¢	spend",3
tenancy,7
ota,4
termination,4
curable,1
terminated,1
phrac,3
accommodation,7
renders,1
disapproved,1
training/policy,1
hillview,4
steep,2
waist,2
fingering,2
grasping,2
squeezing,2
armâ€™s,2
stools,2
earplugs,2
attenuators,2
respirators,2
fahrenheit,4
wetness,2
atmospheric,2
macadam,2
post-employment,2
katonah,4
2-year,4
cei,2
process/procedure,4
on-the-job,2
ctc,2
as-built,4
gordian,4
justified,4
cones,2
railroad,2
"weather.	",2
stretching,2
mold,2
infested,2
noisy,4
fumes,2
controversy,2
â has,2
concerted,2
taxation,2
units/sections,2
ooj,10
noting,2
$59708.00.00,2
rwpa,8
management/technical,4
slu,1
paralegals/claim,1
lawsuits,1
trial-related,2
practicesâ€,1
group/team,1
fse,2
withdrawal,2
pre-existing,2
fses,2
fixture,2
egregious,2
error(s,2
preceding,2
twelve,2
ombudsman's,2
complements,2
dba's,2
division-related,2
documentation.â ,2
reviewing/editing,2
sheets/work,2
sharepoint-based,6
cta,3
â€œbitâ€,3
unit.â ,1
"â·	perform",2
issues.â ,1
"â·	accompany",1
cta's,5
appointments.â â ,1
"â·	screen",1
"â·	serve",2
cta1,1
"â·	identify",1
techniques.â ,1
blasio's,8
fighting,6
gets,6
yorker,6
forward-thinking,2
lady,8
lady's,2
â€œbibâ€,2
misuse,4
messaging/taking,2
externally-facing,2
draft/edit,2
speechwriting,4
shepherd,2
edition,4
semantic,2
datamart,2
approaches.help,2
warehouse/business,2
intelligent,2
role:,4
"â€¢	obiee",2
deployment:,2
"â€¢	oracle",2
"â€¢	etl",2
integrator,2
odi):,2
"â€¢	solid",2
star,2
snowflake,2
bist,6
webcasting,2
splunk,2
wins,2
as-a-service,2
â€“as-a-service,2
workplaces,2
enumerated,2
enforcement-related,2
olpsâ€™s,6
newly-established,2
"â€¢	recommending",2
case-management,2
"â€¢	focusing",2
disproportionate,2
lgbt,2
"â€¢	expending",2
functional/technical,2
ehire/candidate,2
gateway/tam,2
personnel-related,2
team-building,2
honors,2
lateral,2
"â€¢	meeting",2
"â€¢	submitting",2
budget/supply,2
"â€¢	corresponding",2
concentrated,2
enriched,2
events/associations,2
mechanism,6
though,2
resolution/management,2
administration/bureau,2
pre-conflict,2
patrolling,2
ejecting,2
loiterers,2
escorting,2
employee-related,2
landlord-contracted,2
soon,2
developingâ sharepoint,2
andâ operating,2
2013-based,2
move-in,2
move-out,2
locksmiths,2
interrelated,2
furniture/equipment,2
recycle,2
"â€¢	changing",2
cylinders/,2
ballasts/fluorescent,2
"â€¢	washing",2
waxing,2
empowering,4
"â€¢	enforcing",4
weights,8
condemning,4
confiscating,4
deception,4
"â€¢	lifting",4
saving,4
"â€¢	administrative",4
demeanor,4
denials,5
ownerâ€™s,2
rents,6
anniversaries,2
sanborn,4
painter,2
erects,1
primes,2
mixes,1
skimming,1
taping,1
joints,1
dude,1
sped,1
hotspots,4
trouble-shoots,4
anti-virus,4
spyware,4
eradicate,4
viruses,4
worms,4
pedramp,8
he/,4
ptt,4
troubleshot,4
resetting,4
unlocking,4
/tablet,4
inspectorsâ€™,2
pre-occupancy,1
channelization,2
planning/employee,2
management.the,2
oes,4
pmp,2
â the,2
units.â ,2
â check,2
meetings.â ,2
â job,2
flow/navigation,2
instructions.â ,2
â â ,2
supervisors.â â ,2
novell,2
6.5,2
login,4
site-links,2
cafr,2
allotted,2
nos,2
caretaker,2
"1.	sweep",2
mop,2
basement,2
stair,2
halls,2
"2.	remove",2
icy,2
"3.	light",2
incinerators,6
compactor,2
incinerated,2
compacted,2
cans,2
"4.	clean",2
drains,2
canopies,2
polish,4
wax,2
lampposts,2
"5.	clean",2
hedges,2
reseeding,2
spreading,2
fertilizer,2
topsoil,2
"7.	check",2
ovsc,2
nile,2
lyme,1
humans,1
mosquito,3
bites,1
breeding,1
larval,1
1st,6
director's,3
cancellations,2
multifaceted,2
timey,2
ocgs,6
confines,2
nationâ€˜s,2
dohh,2
nyc)â€,2
partner-related,2
assistant/pmo,2
elc,6
activities/discrepancies,2
budget/expense,2
language/structured,2
pl/sql,2
materialized,2
fdnyâ€™s,2
description/responsibilities:,2
spearheaded,2
thwart,2
terrorist,4
trainings/exercises,2
compiling/,2
progress/spend-down,2
city/state/federal,2
pre-approval,2
forming,4
innovating,2
"â€¢	sweep",2
toilets,2
lobbies,2
"â€¢	empty",2
baskets,2
rugs,2
carpets,2
shoulder,2
"â€¢	wash",4
mirrors,2
"â€¢	replace",2
topic-specific,2
one-pagers,2
programs/units,2
hygienists,4
amr,6
mtu,4
unapproved,4
denies,4
contractors/consultants,2
#45,1
fred,2
numbered,1
coded,1
corner,1
parents/guardians,1
errands,1
ceasefire,2
gang,2
anti-gang,2
blind,4
videotaped,2
body-worn,2
presenter,2
presidentâ€™s,4
heavily,4
deeply,2
age-friendly,2
appointees,2
"â€¢	organizing",2
"â€¢	up-to-the-minute",2
empirical,2
industry-wide,4
dcas/wex,1
gascard,1
electronic/mobile,1
deactivation,1
non-usage,1
m&o,1
storehouses,1
"â€¢	run",2
"â€¢	carry",2
bcco,4
"1)	managing",2
"2)	managing",2
"3)	the",2
"4)	for",2
"5)	coordination",2
"6)	coordination",2
contractor/vendor,2
"7)	coordination",2
"8)	coordination",2
"9)	coordination",2
"10)	coordination",2
"11)	and",2
reciprocal,2
o.a.t.h.,2
o.a.t.h,4
argument,2
â€œon,2
callâ€,2
suspicion,2
urinalysis,2
prpm,1
nycddc,3
devising,1
fia)/employment,1
b2w,10
weekly/daily,2
advice/written,2
improvements/innovations,2
assess/evaluate,2
difficult/complex,2
assess/provide,2
wep,2
labor-management,1
over-site,1
worklife,1
awaiting,2
july,2
accusatory,2
"â€¢	prosecuting",2
misdemeanor,2
dwi,2
mischief,2
arraignments,2
pre-trials,2
svb,4
adas,2
"â€¢	accompany",2
"â€¢	screen",2
inspire,3
â€œcreate,3
purposeâ€,3
jr,1
knicks,1
football,1
sheâ€™s,1
ride,1
leagues,1
diversified,1
non-filer,1
ocean,3
breeze,3
"2,500-seat",3
boasts,3
concession,15
cross-country,3
stand-ards,1
regional/national,3
memberships,3
reorganizing,1
restart,1
pro-grams,1
thermostat,3
"â€¢	installs",3
feedwater,3
"â€¢	removes",3
reinstalls,3
"â€¢	stops",3
reactive,3
"â€¢	returns",3
"â€¢	learns",3
"2,200-acre",3
freshkills,21
biodiversity,3
adventure,3
"â€¢	expand",3
international,3
parkâ€™s,3
"â€¢	recruit",3
yearend,3
ubt,2
"""field",1
"audits""",1
amusement,6
rides,2
high-speed,2
unit/agency,2
counter,2
save,4
ccrb)â€”new,2
agencyâ€”is,2
all-civilian,2
nyc.gov/ccrb,2
police-community,3
availabilities,2
includeâ€”among,2
prioritiesâ€”reports,2
intern(s,2
specialistâ€™s,2
â€¢daily,2
questions/comments,2
â€¢consistently,2
passive,2
extinguishing,2
dimensions,2
sprinklers,2
standpipes,2
roughing-in,2
standpipe,2
erection,2
policymaking,2
a/v,2
dcas-managed,2
non-court,2
tune-ups,2
trap,2
chiller,6
furnaces,8
consoles,6
instituted,2
requestors,2
community-specific,2
self-initiated,2
mbpo,2
"â€¢	testifying",2
â€œdobâ€,2
aggregation,2
heip,6
"â€¢	efficiently",2
representations,2
"â€¢	creates",2
detectors,2
flooring,2
tradesmen,2
duties/special,4
ra,1
1973,1
excluded,1
preferences,1
hcsp,2
nycway,1
requested/received,1
iq,3
"current.	",1
applicants/participants,1
"request.	",1
necessary/providing,1
typed/printed,1
source/checking,1
spelling/grammar/punctuation/format,1
identify/correct,1
discrepancies/errors,1
tracs,1
processe,1
forms/requests/materials,1
reviewing/scanning/posting,1
hvn,1
hvn/hb,1
"nycway).	",1
phone/mail/email,1
sources/one,1
viewer/tracs/iq,1
scanners/other,1
adaola@hra.nyc.gov,1
rarappeals@hra.nyc.gov,1
trailer,2
"â€¢	reads",2
"â€¢	covers",2
pneumatics,2
hoses,2
insufficient,2
chief/,2
initiative:,2
dobâ€™s,2
audit/quality,2
escalates,2
convenes,2
inconsistencies/discrepancies,4
"â€¢	examining",4
dcas/dmss,4
vendors/contracts,4
responsibly,2
code-related,3
manufactured,3
equipment/spray,3
speci~cally,2
referenced,3
rta,32
"â€¢	post",4
non-violent,4
felonies,4
operations-related,4
"o	all",4
"o	quarterly",4
directors/,4
"o	appropriate",4
needsâ€”staffing,4
otherwiseâ€”of,4
"o	e.g.",4
threatens,2
impedes,2
sub-units:,2
tune,4
consolette,2
antenna,2
mounting,2
cabinets,2
crawling,2
beneath,6
commands:,1
70th,1
psa,1
chaplains,1
hcm)/,2
hcm,3
dss-hra-dhs,2
quorum,1
categorizing,3
hrbps,1
assimilate,1
policies/directives,1
vertically,2
electricianâ€™s,6
helper,6
plugs,2
electrician's,4
dimly,2
lit,2
pickers,2
saw,2
pre-appointment,2
topics/issues,2
ingersoll,2
rand,2
hp-4000,2
kiosks,2
re-calibration,2
whats,2
gold,2
wintel,2
information/cybersecurity,2
auditorâ€™s,2
self-improvement,2
staying,2
specially,2
"â¿	ensure",2
casa,2
information/assistance,1
mailing/distribution,1
"reports.	",1
